bookmaker,ev,impl_prb,label,league,line,market,odds,subject,true_prb
SugarHouse,-0.0787,0.5376,Under,NBA,23.5,Points + Assists,1.86,Immanuel Quickley,0.49531515526264114
Pinnacle,-0.0787,0.4545,Under,NHL,1.5,Total Shots on Goal,2.2,Ryan O'Reilly,0.41879078022688476
DraftKings,-0.0787,0.4545,Under,NHL,1.5,Total Shots on Goal,2.2,Ryan O'Reilly,0.41879078022688476
Fliff,-0.0787,0.4651,Over,NBA,1.5,Steals,2.15,DeMar DeRozan,0.4285310201772582
BetMGM,-0.0787,0.4545,Under,NHL,1.5,Total Shots on Goal,2.2,Ryan O'Reilly,0.41879078022688476
Unibet,-0.0788,0.6579,Under,NBA,1.5,Steals,1.52,Max Christie,0.6060319561312281
SugarHouse,-0.0788,0.6579,Under,NBA,1.5,Steals,1.52,Max Christie,0.6060319561312281
Fliff,-0.0788,0.5348,Under,NFL,36.5,Longest Passing Completion,1.87,Russell Wilson,0.49260889712696937
Sleeper,-0.0788,0.5814,Under,NBA,7.5,Rebounds,1.72,Jaren Jackson Jr.,0.5355669971679391
ESPNBet,-0.0788,0.565,Over,NBA,4.5,Rebounds,1.77,Fred VanVleet,0.5204385173835505
BetRivers,-0.0788,0.6579,Under,NBA,1.5,Steals,1.52,Max Christie,0.6060319561312281
HardRock,-0.0788,0.5988,Under,NBA,6.5,Rebounds,1.67,RJ Barrett,0.5515869265586998
Fliff,-0.0788,0.6536,Over,NBA,1.5,Assists,1.53,P.J. Washington,0.6020767661783794
HardRock,-0.0788,0.4545,Under,NBA,3.5,Rebounds,2.2,Jalen Suggs,0.41872453538168686
Fliff,-0.0788,0.5988,Under,NBA,11.5,Rebounds,1.67,Yves Missi,0.5515869265586998
Underdog,-0.0788,0.5495,Under,NBA,28.5,Points,1.82,Jayson Tatum,0.5061809946211192
Fliff,-0.0788,0.5848,Under,NHL,0.5,Total Points,1.71,Frank Vatrano,0.5387344352104234
ESPNBet,-0.0788,0.4545,Under,NBA,3.5,Rebounds,2.2,Jalen Suggs,0.41872453538168686
Pinnacle,-0.0788,0.6536,Under,NFL,1.5,Total Passing Touchdowns,1.53,Mac Jones,0.6020767661783794
BetMGM,-0.0788,0.6536,Under,NBA,0.5,3-Pointers,1.53,Zach Edey,0.6020767661783794
Fliff,-0.0788,0.6369,Over,NHL,1.5,Total Shots on Goal,1.57,Mike Matheson,0.5867476156739677
Pinnacle,-0.0788,0.5682,Over,NBA,6.5,Rebounds,1.76,Alexandre Sarr,0.5234222551731141
Bovada,-0.0788,0.5,Over,NBA,3.5,Assists,2.0,Herbert Jones,0.4606029063181628
Pinnacle,-0.0788,0.5,Over,NBA,3.5,Assists,2.0,Herbert Jones,0.4606029063181628
Bovada,-0.0788,0.5988,Under,NBA,11.5,Rebounds,1.67,Yves Missi,0.5515869265586998
BetMGM,-0.0788,0.4545,Under,NBA,3.5,Rebounds,2.2,Jalen Suggs,0.41872453538168686
Fliff,-0.0789,0.6211,Over,NCAAB,1.5,3-Pointers,1.61,David Joplin,0.5721381607516041
SugarHouse,-0.0789,0.5376,Over,NBA,36.5,Points + Rebounds + Assists,1.86,Kyrie Irving,0.4951971108591337
BetMGM,-0.0789,0.6536,Under,NBA,2.5,Assists,1.53,Klay Thompson,0.602051702417867
Fliff,-0.0789,0.6536,Under,NHL,0.5,Total Points,1.53,Darnell Nurse,0.6020475251244483
BetRivers,-0.0789,0.5376,Over,NBA,36.5,Points + Rebounds + Assists,1.86,Kyrie Irving,0.4951971108591337
Unibet,-0.0789,0.5376,Over,NBA,36.5,Points + Rebounds + Assists,1.86,Kyrie Irving,0.4951971108591337
ESPNBet,-0.0789,0.6536,Under,NBA,2.5,Assists,1.53,Klay Thompson,0.602051702417867
Underdog,-0.0789,0.5495,Under,NBA,12.5,Points,1.82,Goga Bitadze,0.5061016374925623
ESPNBet,-0.0789,0.4444,Over,NHL,2.5,Total Shots on Goal,2.25,Thomas Chabot,0.40936782196421057
PointsBet,-0.0789,0.5556,Over,NFL,2.5,Total Receptions,1.8,Calvin Austin III,0.5117278783559882
BetMGM,-0.0789,0.4444,Over,NHL,2.5,Total Shots on Goal,2.25,Thomas Chabot,0.40936782196421057
ESPNBet,-0.0789,0.5556,Over,NBA,4.5,Rebounds,1.8,Kyrie Irving,0.5117214659773505
Bovada,-0.079,0.5464,Under,NBA,3.5,Assists,1.83,Brandon Miller,0.50325664078699
Fliff,-0.079,0.641,Over,NCAAB,3.5,Rebounds,1.56,Ben Gold,0.5903642479500189
Unibet,-0.079,0.4115,Under,NHL,0.5,Total Points,2.43,Sidney Crosby,0.3790189373874392
Dabble,-0.079,0.5464,Under,NCAAB,9.5,Points,1.83,Dailyn Swain,0.5032801424064267
Dabble,-0.079,0.5464,Under,NCAAB,8.5,Points,1.83,Jackson McAndrew,0.5032801424064267
HardRock,-0.079,0.4255,Under,NHL,0.5,Total Points,2.35,Connor Bedard,0.39190249476767264
ESPNBet,-0.079,0.4545,Under,NHL,1.5,Total Shots on Goal,2.2,Anton Lundell,0.41865160310185145
BetMGM,-0.079,0.4545,Under,NHL,1.5,Total Shots on Goal,2.2,Anton Lundell,0.41865160310185145
Fliff,-0.079,0.5464,Under,NCAAB,8.5,Points,1.83,Jackson McAndrew,0.5032801424064267
Pinnacle,-0.079,0.6329,Under,NHL,0.5,Total Points,1.58,Gustav Nyquist,0.5829057989519165
Pinnacle,-0.079,0.6757,Under,NHL,2.5,Total Shots on Goal,1.48,J.T. Miller,0.6222836183976902
HardRock,-0.079,0.4545,Under,NHL,1.5,Total Shots on Goal,2.2,Anton Lundell,0.41865160310185145
HardRock,-0.079,0.4,Over,NBA,1.5,Assists,2.5,Jabari Smith,0.3683966205551945
Fliff,-0.079,0.6757,Under,NHL,2.5,Total Shots on Goal,1.48,J.T. Miller,0.6222836183976902
Bovada,-0.079,0.5464,Over,NBA,19.5,Points + Rebounds + Assists,1.83,Jabari Smith,0.50325664078699
ESPNBet,-0.079,0.5464,Over,NBA,19.5,Points + Rebounds + Assists,1.83,Jabari Smith,0.50325664078699
HardRock,-0.079,0.5556,Over,NBA,22.5,Points + Assists,1.8,Fred VanVleet,0.5116503558151112
Dabble,-0.079,0.5464,Under,NBA,15.5,Points + Rebounds + Assists,1.83,Luguentz Dort,0.50325664078699
DraftKings,-0.079,0.5464,Over,NFL,94.5,Total Receiving Yards,1.83,Ja'Marr Chase,0.50325664078699
ESPNBet,-0.079,0.5556,Over,NBA,22.5,Points + Assists,1.8,Fred VanVleet,0.5116503558151112
Bovada,-0.079,0.565,Over,NBA,22.5,Points,1.77,Karl-Anthony Towns,0.520357177370472
Dabble,-0.079,0.5464,Over,NBA,19.5,Points + Rebounds + Assists,1.83,Jabari Smith,0.50325664078699
HardRock,-0.079,0.5464,Under,NBA,3.5,Assists,1.83,Brandon Miller,0.50325664078699
Bovada,-0.079,0.565,Over,NHL,0.5,Total Points,1.77,Patrik Laine,0.520357177370472
Pinnacle,-0.079,0.6623,Over,NHL,0.5,Total Points,1.51,Zach Hyman,0.6099245895580673
Fliff,-0.079,0.5464,Under,NBA,19.5,Points + Rebounds + Assists,1.83,Gradey Dick,0.50325664078699
Dabble,-0.079,0.5464,Under,NBA,3.5,Assists,1.83,Brandon Miller,0.50325664078699
BetMGM,-0.079,0.4255,Under,NHL,0.5,Total Points,2.35,Connor Bedard,0.39190249476767264
ESPNBet,-0.079,0.4255,Under,NHL,0.5,Total Points,2.35,Connor Bedard,0.39190249476767264
ESPNBet,-0.079,0.641,Over,NCAAB,3.5,Rebounds,1.56,Ben Gold,0.5903642479500189
BetMGM,-0.079,0.5556,Over,NBA,22.5,Points + Assists,1.8,Fred VanVleet,0.5116503558151112
Dabble,-0.079,0.5464,Under,NBA,19.5,Points + Rebounds + Assists,1.83,Gradey Dick,0.50325664078699
Dabble,-0.0791,0.5464,Under,NBA,26.5,Points,1.83,Kyrie Irving,0.5032237933611877
PrizePicks,-0.0791,0.5405,Under,NBA,6.5,Rebounds,1.85,Jabari Smith,0.49778407296593
Pinnacle,-0.0791,0.5587,Over,NBA,20.5,Points + Rebounds + Assists,1.79,Alexandre Sarr,0.5144635230469826
Underdog,-0.0791,0.5495,Under,NBA,21.5,Points,1.82,Desmond Bane,0.5059661730568443
BetRivers,-0.0791,0.5814,Over,NBA,5.5,Rebounds,1.72,Desmond Bane,0.5354140124023511
Bovada,-0.0791,0.4762,Over,NBA,1.5,3-Pointers,2.1,P.J. Washington,0.4385472901858047
PointsBet,-0.0791,0.3774,Over,NBA,1.5,3-Pointers,2.65,Herbert Jones,0.3475023703390603
HardRock,-0.0791,0.5464,Under,NBA,26.5,Points,1.83,Kyrie Irving,0.5032237933611877
Fliff,-0.0791,0.5348,Under,NHL,0.5,Total Points,1.87,Lane Hutson,0.4924733420834957
BetMGM,-0.0791,0.4762,Over,NBA,1.5,3-Pointers,2.1,P.J. Washington,0.4385472901858047
ESPNBet,-0.0791,0.5464,Under,NBA,26.5,Points,1.83,Kyrie Irving,0.5032237933611877
PointsBet,-0.0791,0.4255,Over,NBA,2.5,3-Pointers,2.35,De'Aaron Fox,0.39188295264727535
DraftKings,-0.0791,0.5464,Under,NBA,26.5,Points,1.83,Kyrie Irving,0.5032237933611877
Unibet,-0.0791,0.5814,Over,NBA,5.5,Rebounds,1.72,Desmond Bane,0.5354140124023511
SugarHouse,-0.0791,0.5814,Over,NBA,5.5,Rebounds,1.72,Desmond Bane,0.5354140124023511
HardRock,-0.0791,0.4255,Over,NBA,2.5,3-Pointers,2.35,De'Aaron Fox,0.39188295264727535
Bovada,-0.0792,0.5747,Over,NBA,25.5,Points + Rebounds,1.74,Dejounte Murray,0.529217247156323
DraftKings,-0.0792,0.5747,Under,NBA,11.5,Rebounds + Assists,1.74,Fred VanVleet,0.529217247156323
PrizePicks,-0.0792,0.5405,Under,NFL,15.5,Total Rushing Yards,1.85,Russell Wilson,0.49770386583056947
ESPNBet,-0.0792,0.5128,Over,NBA,4.5,Rebounds,1.95,Jrue Holiday,0.4722134555512554
BetMGM,-0.0792,0.5405,Over,NBA,22.5,Points,1.85,Trey Murphy III,0.49772035144910703
BetMGM,-0.0792,0.5348,Over,NBA,14.5,Points,1.87,Gradey Dick,0.49242189240370915
PrizePicks,-0.0792,0.5405,Over,NBA,22.5,Points,1.85,Trey Murphy III,0.49772035144910703
Fliff,-0.0792,0.5747,Over,NBA,25.5,Points + Rebounds,1.74,Dejounte Murray,0.529217247156323
Pick6,-0.0792,0.5747,Over,NBA,25.5,Points + Rebounds,1.74,Dejounte Murray,0.529217247156323
HardRock,-0.0792,0.5348,Over,NBA,14.5,Points,1.87,Gradey Dick,0.49242189240370915
Pick6,-0.0792,0.5747,Under,NBA,11.5,Rebounds + Assists,1.74,Fred VanVleet,0.529217247156323
BetMGM,-0.0792,0.5814,Over,NBA,1.5,3-Pointers,1.72,Jalen Williams,0.535323582847923
Fliff,-0.0792,0.5464,Under,NBA,27.5,Points + Rebounds + Assists,1.83,Fred VanVleet,0.50318638969828
PrizePicks,-0.0792,0.5405,Over,NFL,1.5,Total Passing Touchdowns,1.85,Michael Penix Jr.,0.49770386583056947
PrizePicks,-0.0792,0.5405,Under,NFL,20.5,Total Pass Completions,1.85,Bo Nix,0.49770386583056947
Dabble,-0.0792,0.5464,Under,NBA,27.5,Points + Rebounds + Assists,1.83,Fred VanVleet,0.50318638969828
Pinnacle,-0.0792,0.5495,Over,NFL,28.5,Longest Reception,1.82,Justin Jefferson,0.5059282206279163
HardRock,-0.0792,0.5848,Under,NBA,6.5,Points,1.71,Dean Wade,0.5384772846469451
Pinnacle,-0.0792,0.5405,Over,NFL,1.5,Total Passing Touchdowns,1.85,Michael Penix Jr.,0.49770386583056947
Pick6,-0.0792,0.5747,Under,NBA,5.5,Rebounds,1.74,De'Aaron Fox,0.5292198951775545
PrizePicks,-0.0792,0.5405,Over,NBA,19.5,Points,1.85,Jalen Johnson,0.49770386583056947
SugarHouse,-0.0793,0.565,Under,NBA,8.5,Rebounds + Assists,1.77,Jalen Suggs,0.5201452577025636
ESPNBet,-0.0793,0.9091,Under,NFL,0.5,Total Sacks,1.1,Patrick Queen,0.8369891263592052
PrizePicks,-0.0793,0.5405,Under,NFL,39.5,Total Passing Attempts,1.85,Joe Burrow,0.4976907150820195
BetRivers,-0.0793,0.5556,Over,NBA,30.5,Points,1.8,Shai Gilgeous-Alexander,0.5115263654611684
Bovada,-0.0793,0.4545,Over,NBA,2.5,3-Pointers,2.2,OG Anunoby,0.4185056376232439
Fliff,-0.0793,0.5348,Under,NBA,21.5,Points + Rebounds,1.87,Kristaps Porzingis,0.49237125512313656
Unibet,-0.0793,0.565,Under,NBA,8.5,Rebounds + Assists,1.77,Jalen Suggs,0.5201452577025636
Fliff,-0.0793,0.5556,Over,NBA,30.5,Points,1.8,Shai Gilgeous-Alexander,0.5115263654611684
Pinnacle,-0.0793,0.4386,Over,NHL,0.5,Total Points,2.28,Jake Sanderson,0.40383059392159837
BetRivers,-0.0793,0.565,Under,NBA,8.5,Rebounds + Assists,1.77,Jalen Suggs,0.5201452577025636
Pinnacle,-0.0793,0.6211,Over,NHL,0.5,Total Points,1.61,Jonathan Marchessault,0.5718745387034713
BetMGM,-0.0793,0.5405,Under,NFL,39.5,Total Passing Attempts,1.85,Joe Burrow,0.4976907150820195
SugarHouse,-0.0793,0.5435,Over,NBA,10.5,Rebounds,1.84,Goga Bitadze,0.5004057106559494
HardRock,-0.0793,0.5988,Over,NCAAB,4.5,Rebounds,1.67,Dailyn Swain,0.5513047402501682
Unibet,-0.0793,0.5236,Under,NBA,27.5,Points + Rebounds,1.91,Donovan Mitchell,0.4820515134960158
BetRivers,-0.0793,0.5236,Under,NBA,27.5,Points + Rebounds,1.91,Donovan Mitchell,0.4820515134960158
SugarHouse,-0.0793,0.5236,Under,NBA,27.5,Points + Rebounds,1.91,Donovan Mitchell,0.4820515134960158
Rebet,-0.0793,0.6803,Over,NHL,0.5,Total Points,1.47,Evan Bouchard,0.6263108159372675
ESPNBet,-0.0793,0.7937,Under,NHL,0.5,Total Player Goals,1.26,Josh Norris,0.7307003487604864
SugarHouse,-0.0793,0.5556,Over,NBA,30.5,Points,1.8,Shai Gilgeous-Alexander,0.5115263654611684
Fliff,-0.0793,0.7937,Under,NHL,0.5,Total Player Goals,1.26,Tim Stützle,0.7307003487604864
BetRivers,-0.0793,0.6211,Over,NHL,0.5,Total Points,1.61,Jonathan Marchessault,0.5718745387034713
Unibet,-0.0793,0.5556,Over,NBA,30.5,Points,1.8,Shai Gilgeous-Alexander,0.5115263654611684
Unibet,-0.0793,0.5435,Over,NBA,10.5,Rebounds,1.84,Goga Bitadze,0.5004057106559494
Sleeper,-0.0793,0.565,Under,NBA,8.5,Rebounds + Assists,1.77,Jalen Suggs,0.5201452577025636
Unibet,-0.0793,0.4386,Over,NHL,0.5,Total Points,2.28,Jake Sanderson,0.40383059392159837
Fliff,-0.0793,0.6211,Over,NBA,3.5,Rebounds,1.61,Luguentz Dort,0.5718604805403029
ESPNBet,-0.0793,0.5236,Over,NBA,14.5,Points + Assists,1.91,Herbert Jones,0.4820515134960158
Bovada,-0.0793,0.5236,Under,NBA,27.5,Points + Rebounds,1.91,Donovan Mitchell,0.4820515134960158
HardRock,-0.0793,0.5348,Under,NBA,21.5,Points + Rebounds,1.87,Kristaps Porzingis,0.49237125512313656
ESPNBet,-0.0793,0.5236,Over,NBA,26.5,Points + Rebounds,1.91,Jalen Suggs,0.4820515134960158
BetMGM,-0.0793,0.4545,Over,NBA,2.5,3-Pointers,2.2,OG Anunoby,0.4185056376232439
ESPNBet,-0.0793,0.5236,Over,NBA,28.5,Points + Rebounds,1.91,Trey Murphy III,0.4820515134960158
Bovada,-0.0793,0.5236,Over,NBA,28.5,Points + Rebounds,1.91,Trey Murphy III,0.4820515134960158
PrizePicks,-0.0793,0.5405,Over,NBA,0.5,3-Pointers,1.85,Ausar Thompson,0.4976907150820195
BetRivers,-0.0793,0.4386,Over,NHL,0.5,Total Points,2.28,Jake Sanderson,0.40383059392159837
BetRivers,-0.0793,0.5435,Over,NBA,10.5,Rebounds,1.84,Goga Bitadze,0.5004057106559494
BetMGM,-0.0793,0.5236,Over,NBA,26.5,Points + Rebounds,1.91,Jalen Suggs,0.4820515134960158
PrizePicks,-0.0793,0.5405,Under,NBA,34.5,Points + Rebounds + Assists,1.85,Jalen Johnson,0.4976907150820195
BetMGM,-0.0793,0.5236,Over,NBA,17.5,Points + Rebounds,1.91,Jrue Holiday,0.4820515134960158
ESPNBet,-0.0793,0.5236,Over,NBA,17.5,Points + Rebounds,1.91,Jrue Holiday,0.4820515134960158
Unibet,-0.0793,0.6211,Over,NHL,0.5,Total Points,1.61,Jonathan Marchessault,0.5718745387034713
PrizePicks,-0.0793,0.5405,Under,NBA,12.5,Points + Rebounds + Assists,1.85,Jordan Hawkins,0.4976907150820195
HardRock,-0.0793,0.5236,Under,NBA,27.5,Points + Rebounds,1.91,Donovan Mitchell,0.4820515134960158
ESPNBet,-0.0793,0.7937,Under,NHL,0.5,Total Player Goals,1.26,Tim Stützle,0.7307003487604864
BetMGM,-0.0793,0.5714,Under,NBA,12.5,Rebounds,1.75,Anthony Davis,0.5261180242219593
ESPNBet,-0.0794,0.5464,Over,NBA,23.5,Points,1.83,Jalen Brunson,0.5030639154009451
Fliff,-0.0794,0.4878,Under,NBA,3.5,Rebounds,2.05,Klay Thompson,0.44906099548176404
BetMGM,-0.0794,0.5556,Over,NBA,21.5,Points,1.8,Jalen Suggs,0.5114501018197671
Sleeper,-0.0794,0.6289,Under,NBA,1.5,Assists,1.59,Gradey Dick,0.5789717461787866
Pick6,-0.0794,0.5747,Under,NBA,21.5,Points + Rebounds,1.74,Mikal Bridges,0.5291015257110567
HardRock,-0.0794,0.4167,Over,NHL,0.5,Total Points,2.4,Thomas Chabot,0.38356878930415955
ESPNBet,-0.0794,0.6289,Under,NBA,1.5,Assists,1.59,Rui Hachimura,0.5789717461787866
BetMGM,-0.0794,0.4167,Over,NHL,0.5,Total Points,2.4,Thomas Chabot,0.38356878930415955
HardRock,-0.0794,0.6289,Under,NBA,1.5,Assists,1.59,Zach Edey,0.5789717461787866
ESPNBet,-0.0794,0.6289,Over,NBA,1.5,Assists,1.59,Jaylen Wells,0.5789717461787866
Pick6,-0.0794,0.5747,Over,NBA,7.5,Rebounds + Assists,1.74,Jalen Green,0.5291015257110567
Bovada,-0.0794,0.5747,Over,NBA,7.5,Rebounds + Assists,1.74,Jalen Green,0.5291015257110567
ESPNBet,-0.0794,0.6289,Under,NBA,1.5,Assists,1.59,Gradey Dick,0.5789717461787866
Fliff,-0.0794,0.6369,Under,NHL,2.5,Total Shots on Goal,1.57,Jake DeBrusk,0.5863505235229529
ESPNBet,-0.0794,0.5556,Over,NBA,22.5,Points + Rebounds + Assists,1.8,Zach Edey,0.5114501018197671
Bovada,-0.0794,0.5556,Over,NBA,22.5,Points + Rebounds + Assists,1.8,Zach Edey,0.5114501018197671
Fanatics,-0.0794,0.4167,Over,NHL,0.5,Total Points,2.4,Thomas Chabot,0.38356878930415955
Bovada,-0.0794,0.5747,Over,NBA,13.5,Points + Rebounds,1.74,Luguentz Dort,0.5291015257110567
BetMGM,-0.0794,0.5556,Over,NBA,29.5,Points + Rebounds + Assists,1.8,Darius Garland,0.5114501018197671
PrizePicks,-0.0794,0.5405,Under,NBA,8.5,Rebounds + Assists,1.85,Carlton Carrington,0.49763173129317495
HardRock,-0.0794,0.5128,Over,NBA,2.5,3-Pointers,1.95,Jalen Brunson,0.4720790862466424
BetMGM,-0.0794,0.5128,Over,NBA,2.5,3-Pointers,1.95,Jalen Brunson,0.4720790862466424
Fliff,-0.0794,0.5917,Under,NBA,9.5,Rebounds,1.69,Evan Mobley,0.5447442253972099
ESPNBet,-0.0794,0.5556,Over,NBA,29.5,Points + Rebounds + Assists,1.8,Darius Garland,0.5114501018197671
HardRock,-0.0794,0.5556,Over,NBA,21.5,Points,1.8,Jalen Suggs,0.5114501018197671
HardRock,-0.0794,0.5917,Under,NBA,5.5,Rebounds,1.69,Jaylen Brown,0.5447269002188861
Fliff,-0.0794,0.6369,Over,NHL,0.5,Total Points,1.57,Ryan Nugent-Hopkins,0.5863984996208718
PointsBet,-0.0794,0.5,Over,NFL,26.5,Total Pass Completions,2.0,Joe Burrow,0.46032491313738383
Pick6,-0.0794,0.5747,Over,NBA,13.5,Points + Rebounds,1.74,Luguentz Dort,0.5291015257110567
Bovada,-0.0794,0.5917,Under,NBA,9.5,Rebounds,1.69,Evan Mobley,0.5447442253972099
HardRock,-0.0794,0.5556,Over,NBA,29.5,Points + Rebounds + Assists,1.8,Darius Garland,0.5114501018197671
Bovada,-0.0794,0.5556,Over,NBA,29.5,Points + Rebounds + Assists,1.8,Darius Garland,0.5114501018197671
BetMGM,-0.0795,0.4651,Under,NBA,3.5,Rebounds,2.15,Luguentz Dort,0.42813951945969697
HardRock,-0.0795,0.6173,Over,NBA,5.5,Assists,1.62,Josh Hart,0.5682340694444475
ESPNBet,-0.0795,0.4651,Under,NBA,3.5,Rebounds,2.15,Luguentz Dort,0.42813951945969697
DraftKings,-0.0795,0.641,Over,NBA,1.5,Assists,1.56,Jakob Poeltl,0.5900500277932184
HardRock,-0.0795,0.6173,Under,NBA,2.5,Assists,1.62,Tristan Da Silva,0.5682340694444475
ESPNBet,-0.0795,0.6173,Under,NBA,2.5,Assists,1.62,Tristan Da Silva,0.5682340694444475
STNSports,-0.0795,0.5348,Under,NFL,19.5,Total Receiving Yards,1.87,Breece Hall,0.49223293653359457
ESPNBet,-0.0795,0.641,Over,NBA,1.5,Assists,1.56,Alexandre Sarr,0.5900500277932184
DraftKings,-0.0795,0.4545,Under,NFL,1.5,Total Passing Touchdowns,2.2,Lamar Jackson,0.4184001071488754
ESPNBet,-0.0795,0.5464,Under,NBA,27.5,Points + Rebounds,1.83,Desmond Bane,0.5030039581566299
BetRivers,-0.0795,0.3279,Over,NHL,0.5,Total Player Goals,3.05,Steven Stamkos,0.30180559453643935
Fliff,-0.0795,0.6173,Over,NHL,0.5,Total Points,1.62,Carter Verhaeghe,0.5682172746888449
DraftKings,-0.0795,0.6173,Under,NBA,2.5,Assists,1.62,Tristan Da Silva,0.5682340694444475
Dabble,-0.0795,0.5464,Under,NBA,27.5,Points + Rebounds,1.83,Desmond Bane,0.5030039581566299
BetMGM,-0.0795,0.5464,Under,NBA,27.5,Points + Rebounds,1.83,Desmond Bane,0.5030039581566299
Bovada,-0.0795,0.5348,Over,NBA,30.5,Points + Rebounds + Assists,1.87,Evan Mobley,0.49223293653359457
Bovada,-0.0795,0.5556,Over,NBA,22.5,Points + Rebounds + Assists,1.8,Jalen Duren,0.5113936791250084
Bovada,-0.0795,0.3279,Over,NHL,0.5,Total Player Goals,3.05,Steven Stamkos,0.30180559453643935
Bovada,-0.0795,0.5464,Under,NBA,27.5,Points + Rebounds,1.83,Desmond Bane,0.5030039581566299
STNSports,-0.0795,0.5348,Under,NFL,16.5,Total Receiving Yards,1.87,Bijan Robinson,0.49223293653359457
Unibet,-0.0795,0.3279,Over,NHL,0.5,Total Player Goals,3.05,Steven Stamkos,0.30180559453643935
BetRivers,-0.0796,0.6757,Under,NBA,1.5,3-Pointers,1.48,Alexandre Sarr,0.6219148157371432
Bovada,-0.0796,0.6757,Under,NBA,1.5,3-Pointers,1.48,Alexandre Sarr,0.6219148157371432
Fanatics,-0.0796,0.5236,Over,NBA,13.5,Points,1.91,Tobias Harris,0.4819031989030481
HardRock,-0.0796,0.5848,Under,NBA,2.5,Rebounds,1.71,Tim Hardaway Jr.,0.53823116236968
DraftKings,-0.0796,0.6757,Under,NBA,1.5,Steals,1.48,Trae Young,0.6218924283958787
PointsBet,-0.0796,0.6757,Under,NBA,1.5,Steals,1.48,Trae Young,0.6218924283958787
HardRock,-0.0796,0.6757,Under,NBA,1.5,Steals,1.48,Trae Young,0.6218924283958787
Unibet,-0.0796,0.6757,Under,NBA,1.5,3-Pointers,1.48,Alexandre Sarr,0.6219148157371432
DraftKings,-0.0796,0.4348,Over,NBA,2.5,3-Pointers,2.3,Immanuel Quickley,0.400161985005861
ESPNBet,-0.0796,0.6173,Under,NHL,0.5,Total Points,1.62,Brayden Schenn,0.5681659657127409
Fliff,-0.0796,0.6757,Under,NBA,1.5,Blocks,1.48,Evan Mobley,0.6218924283958787
HardRock,-0.0796,0.6173,Under,NHL,0.5,Total Points,1.62,Brayden Schenn,0.5681659657127409
Fliff,-0.0796,0.6289,Over,NFL,3.5,Total Receptions,1.59,Jameson Williams,0.5788639643804375
Bovada,-0.0796,0.6289,Over,NFL,3.5,Total Receptions,1.59,Jameson Williams,0.5788639643804375
ESPNBet,-0.0796,0.6369,Under,NHL,3.5,Total Shots on Goal,1.57,Zach Hyman,0.586259615482963
SugarHouse,-0.0796,0.6757,Under,NBA,1.5,3-Pointers,1.48,Alexandre Sarr,0.6219148157371432
BetMGM,-0.0796,0.6173,Under,NHL,0.5,Total Points,1.62,Brayden Schenn,0.5681659657127409
Fliff,-0.0796,0.5236,Over,NBA,13.5,Points,1.91,Tobias Harris,0.4819031989030481
PrizePicks,-0.0797,0.5405,Over,NBA,18.5,Points + Rebounds,1.85,Alexandre Sarr,0.49743721836166005
Pinnacle,-0.0797,0.3571,Over,NHL,1.5,Total Points,2.8,Aleksander Barkov,0.3286654135338346
ESPNBet,-0.0797,0.3571,Over,NHL,1.5,Total Points,2.8,Aleksander Barkov,0.3286654135338346
Rebet,-0.0797,0.6452,Under,NHL,0.5,Total Points,1.55,Ryan Strome,0.5937619369879572
Fliff,-0.0797,0.5,Over,NFL,4.5,Total Receptions,2.0,T.J. Hockenson,0.4601619642748629
Fliff,-0.0797,0.6623,Over,NFL,1.5,Total Receptions,1.51,Tyler Lockett,0.6094396317460038
BetMGM,-0.0798,0.5618,Over,NBA,1.5,3-Pointers,1.78,Max Christie,0.5169727280180316
HardRock,-0.0798,0.5348,Over,NFL,89.5,Total Rushing Yards,1.87,Jahmyr Gibbs,0.4920590170096796
BetMGM,-0.0798,0.5348,Over,NFL,89.5,Total Rushing Yards,1.87,Jahmyr Gibbs,0.4920590170096796
HardRock,-0.0798,0.5348,Over,NFL,0.5,Total Interceptions Thrown,1.87,Aaron Rodgers,0.4920590170096796
DraftKings,-0.0798,0.5348,Over,NFL,0.5,Total Interceptions Thrown,1.87,Aaron Rodgers,0.4920590170096796
STNSports,-0.0798,0.5348,Over,NFL,33.5,Total Rushing Yards,1.87,Tyler Allgeier,0.4920590170096796
BetMGM,-0.0798,0.5348,Over,NFL,0.5,Total Interceptions Thrown,1.87,Aaron Rodgers,0.4920590170096796
ESPNBet,-0.0798,0.5348,Over,NFL,0.5,Total Interceptions Thrown,1.87,Aaron Rodgers,0.4920590170096796
DraftKings,-0.0798,0.5348,Over,NFL,39.5,Total Rushing Yards,1.87,Jaylen Warren,0.4920590170096796
STNSports,-0.0798,0.5348,Under,NFL,5.5,Total Receiving Yards,1.87,Jaleel McLaughlin,0.4920590170096796
Pinnacle,-0.0798,0.5682,Under,NBA,4.5,Assists,1.76,C.J. McCollum,0.5228274091418399
SugarHouse,-0.0798,0.5181,Over,NBA,18.5,Points + Rebounds,1.93,Gradey Dick,0.4767739973281166
BetMGM,-0.0798,0.5348,Under,NBA,22.5,Points + Assists,1.87,Jalen Green,0.49206499149820515
Unibet,-0.0798,0.5181,Over,NBA,18.5,Points + Rebounds,1.93,Gradey Dick,0.4767739973281166
BetRivers,-0.0798,0.5181,Over,NBA,18.5,Points + Rebounds,1.93,Gradey Dick,0.4767739973281166
HardRock,-0.0798,0.5348,Under,NBA,22.5,Points + Assists,1.87,Jalen Green,0.49206499149820515
